show_id,zone,house_type,area_sqft,bedrooms,bathrooms,building_age,road_width_m,distance_to_center_km,has_garden,has_parking,furnished,date_listed,year_listed,price_npr,price_per_sqft,nearest_landmark,description
H03363,Itahari-16,Villa,1435,5,5,1,9.5,1.73,0,1,Unfurnished,2019-11-22,2019,27622604,19249,Bhairahawa Road,"Spacious Villa with 5 bedrooms and 5 bathrooms, nearby Bhairahawa Road."
H03364,Itahari-12,Flat,1075,2,2,12,3.6,7.32,0,1,Unfurnished,2022-08-31,2022,20078470,18677,Shohini Chowk,"Well-connected property in Itahari-12, 1075 sqft, 12 years old. Ideal for families."
H03365,Itahari-17,Bungalow,2358,6,4,10,8.6,6.59,0,0,Unfurnished,2013-07-02,2013,16945337,7186,Bhairahawa Road,Bungalow located near main road with easy access to amenities and schools.
H03366,Itahari-12,Bungalow,1431,3,2,12,6.6,3.46,0,1,Unfurnished,2017-05-07,2017,29421522,20560,Bhairahawa Road,Bungalow located near main road with easy access to amenities and schools.
H03367,Itahari-19,Flat,1305,4,3,18,8.2,3.77,0,0,Furnished,2020-10-23,2020,16959008,12995,Itahari Buspark,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H03368,Itahari-7,Flat,1726,4,3,9,4.5,3.04,1,1,Unfurnished,2010-02-25,2010,7971563,4618,G.P. Chowk,"Spacious Flat with 4 bedrooms and 3 bathrooms, nearby G.P. Chowk."
H03369,Itahari-3,Bungalow,1857,5,3,4,15.1,2.41,1,1,Semi-Furnished,2023-07-09,2023,59026395,31785,G.P. Chowk,"Well-connected property in Itahari-3, 1857 sqft, 4 years old. Ideal for families."
H03370,Itahari-17,Villa,563,1,1,10,7.2,3.43,0,1,Unfurnished,2017-03-17,2017,9657113,17152,Sukrabare,Villa located near main road with easy access to amenities and schools.
H03371,Itahari-11,Flat,1242,4,4,17,9.6,5.15,0,1,Unfurnished,2024-05-27,2024,10590354,8526,Bhairahawa Road,"Well-connected property in Itahari-11, 1242 sqft, 17 years old. Ideal for families."
H03372,Itahari-7,RCC,875,1,1,2,14.8,4.55,0,1,Furnished,2020-10-29,2020,10024361,11456,Sukrabare,"Spacious RCC with 1 bedrooms and 1 bathrooms, nearby Sukrabare."
H03373,Itahari-3,Bungalow,1141,4,4,12,4.0,3.88,1,1,Semi-Furnished,2014-08-22,2014,15536704,13616,Bhairahawa Road,Bungalow located near main road with easy access to amenities and schools.
H03374,Itahari-19,Villa,894,3,2,10,8.6,1.54,0,1,Unfurnished,2024-02-17,2024,25383320,28392,G.P. Chowk,"Well-connected property in Itahari-19, 894 sqft, 10 years old. Ideal for families."
H03375,Itahari-6,Flat,1898,4,2,24,15.4,6.04,1,1,Unfurnished,2018-01-26,2018,12027839,6337,G.P. Chowk,"Spacious Flat with 4 bedrooms and 2 bathrooms, nearby G.P. Chowk."
H03376,Itahari-20,Bungalow,2089,5,4,22,6.8,0.03,0,1,Furnished,2023-10-11,2023,30650265,14672,Shohini Chowk,"Well-connected property in Itahari-20, 2089 sqft, 22 years old. Ideal for families."
H03377,Itahari-12,Bungalow,2677,6,4,2,8.4,3.28,0,1,Unfurnished,2018-03-13,2018,57320669,21412,Bhairahawa Road,"Modern Bungalow with parking and garden, excellent investment for Itahari locals."
H03378,Itahari-20,Flat,1369,4,3,11,2.3,0.08,0,0,Furnished,2013-09-23,2013,12831273,9372,G.P. Chowk,"Well-connected property in Itahari-20, 1369 sqft, 11 years old. Ideal for families."
H03379,Itahari-17,Flat,1016,3,2,23,14.0,2.85,0,1,Unfurnished,2017-05-21,2017,8071456,7944,G.P. Chowk,Flat located near main road with easy access to amenities and schools.
H03380,Itahari-12,Villa,1835,6,4,8,9.5,0.73,0,1,Unfurnished,2019-04-06,2019,66705963,36352,Itahari Buspark,"Well-connected property in Itahari-12, 1835 sqft, 8 years old. Ideal for families."
H03381,Itahari-3,Duplex,651,2,1,9,4.7,3.93,0,1,Semi-Furnished,2020-11-15,2020,9907099,15218,Itahari Buspark,"Modern Duplex with parking and garden, excellent investment for Itahari locals."
H03382,Itahari-12,Flat,1980,4,3,13,7.1,2.05,0,1,Semi-Furnished,2011-06-03,2011,24587970,12418,G.P. Chowk,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H03383,Itahari-12,Bungalow,1455,3,2,14,8.8,5.13,0,1,Unfurnished,2025-01-19,2025,41295901,28382,Itahari Buspark,"Well-connected property in Itahari-12, 1455 sqft, 14 years old. Ideal for families."
H03384,Itahari-8,RCC,1401,4,4,19,9.0,3.87,1,0,Unfurnished,2010-02-13,2010,15818047,11290,Itahari Buspark,"Modern RCC with parking and garden, excellent investment for Itahari locals."
H03385,Itahari-12,Duplex,1298,3,3,2,4.6,3.79,0,1,Furnished,2014-07-22,2014,22321209,17196,Sukrabare,Duplex located near main road with easy access to amenities and schools.
H03386,Itahari-10,Bungalow,404,2,2,6,13.1,2.48,0,1,Furnished,2011-03-06,2011,7116713,17615,G.P. Chowk,"Well-connected property in Itahari-10, 404 sqft, 6 years old. Ideal for families."
H03387,Itahari-13,RCC,1280,4,3,7,7.6,4.08,0,1,Unfurnished,2020-01-18,2020,25666911,20052,Shohini Chowk,"Well-connected property in Itahari-13, 1280 sqft, 7 years old. Ideal for families."
H03388,Itahari-16,Villa,1489,5,4,14,6.6,3.23,0,1,Semi-Furnished,2020-01-14,2020,20106935,13503,Sukrabare,"Well-connected property in Itahari-16, 1489 sqft, 14 years old. Ideal for families."
H03389,Itahari-3,RCC,2249,6,5,12,5.9,2.27,1,1,Unfurnished,2012-05-02,2012,19211478,8542,Sukrabare,"Well-connected property in Itahari-3, 2249 sqft, 12 years old. Ideal for families."
H03390,Itahari-13,RCC,1540,5,4,13,6.0,4.92,0,1,Unfurnished,2018-08-07,2018,21036928,13660,Itahari Buspark,"Modern RCC with parking and garden, excellent investment for Itahari locals."
H03391,Itahari-14,RCC,2293,5,4,12,7.7,3.76,0,1,Unfurnished,2017-12-13,2017,22304474,9727,Bhairahawa Road,"Well-connected property in Itahari-14, 2293 sqft, 12 years old. Ideal for families."
H03392,Itahari-8,Flat,1070,2,1,9,4.7,2.87,1,1,Semi-Furnished,2010-07-27,2010,13054210,12200,Sukrabare,Flat located near main road with easy access to amenities and schools.
H03393,Itahari-20,Duplex,1058,3,3,7,9.9,0.54,0,0,Furnished,2023-06-13,2023,19523487,18453,G.P. Chowk,Duplex located near main road with easy access to amenities and schools.
H03394,Itahari-1,Flat,1523,3,2,4,11.7,2.58,1,1,Unfurnished,2010-12-05,2010,12465099,8184,Itahari Buspark,Flat located near main road with easy access to amenities and schools.
H03395,Itahari-18,Flat,1167,2,2,0,9.2,1.44,1,0,Unfurnished,2021-10-11,2021,20862348,17876,Bhairahawa Road,"Spacious Flat with 2 bedrooms and 2 bathrooms, nearby Bhairahawa Road."
H03396,Itahari-6,Bungalow,1466,4,2,1,11.6,6.81,1,1,Semi-Furnished,2021-11-17,2021,18472989,12600,Itahari Buspark,"Spacious Bungalow with 4 bedrooms and 2 bathrooms, nearby Itahari Buspark."
H03397,Itahari-4,Duplex,1266,4,4,4,3.6,2.85,1,1,Unfurnished,2010-06-05,2010,12641622,9985,Bhairahawa Road,"Well-connected property in Itahari-4, 1266 sqft, 4 years old. Ideal for families."
H03398,Itahari-2,Flat,1338,2,2,22,10.2,2.51,0,0,Furnished,2021-03-16,2021,24980780,18670,Shohini Chowk,Flat located near main road with easy access to amenities and schools.
H03399,Itahari-18,RCC,939,1,1,9,14.8,4.97,0,1,Unfurnished,2011-07-06,2011,8676975,9240,Bhairahawa Road,"Spacious RCC with 1 bedrooms and 1 bathrooms, nearby Bhairahawa Road."
H03400,Itahari-15,Villa,1063,2,2,23,10.8,2.87,0,1,Unfurnished,2010-10-26,2010,8031806,7555,G.P. Chowk,"Spacious Villa with 2 bedrooms and 2 bathrooms, nearby G.P. Chowk."
H03401,Itahari-9,Flat,1947,6,5,17,5.9,7.24,0,1,Unfurnished,2011-10-06,2011,12456571,6397,G.P. Chowk,"Spacious Flat with 6 bedrooms and 5 bathrooms, nearby G.P. Chowk."
H03402,Itahari-17,Bungalow,1511,3,2,12,8.7,1.72,1,1,Unfurnished,2011-11-23,2011,14513782,9605,Bhairahawa Road,"Modern Bungalow with parking and garden, excellent investment for Itahari locals."
H03403,Itahari-12,Bungalow,1192,4,2,14,12.0,1.79,0,1,Semi-Furnished,2012-12-03,2012,20431997,17140,Sukrabare,"Spacious Bungalow with 4 bedrooms and 2 bathrooms, nearby Sukrabare."
H03404,Itahari-7,RCC,2195,5,4,12,6.5,3.33,1,1,Unfurnished,2019-04-23,2019,15977862,7279,Bhairahawa Road,RCC located near main road with easy access to amenities and schools.
H03405,Itahari-13,Flat,2408,7,7,7,4.3,4.97,0,1,Unfurnished,2016-08-10,2016,26690609,11084,G.P. Chowk,"Well-connected property in Itahari-13, 2408 sqft, 7 years old. Ideal for families."
H03406,Itahari-11,RCC,1453,3,3,21,15.3,0.92,0,0,Furnished,2017-08-22,2017,9724704,6692,Bhairahawa Road,RCC located near main road with easy access to amenities and schools.
H03407,Itahari-10,Flat,1581,3,3,1,9.1,3.97,0,1,Unfurnished,2017-07-14,2017,23580348,14914,Bhairahawa Road,"Spacious Flat with 3 bedrooms and 3 bathrooms, nearby Bhairahawa Road."
H03408,Itahari-16,Duplex,1270,4,2,15,6.1,3.42,0,1,Unfurnished,2021-09-06,2021,15234551,11995,Sukrabare,Duplex located near main road with easy access to amenities and schools.
H03409,Itahari-16,RCC,1193,3,2,1,7.8,3.19,0,1,Unfurnished,2025-10-23,2025,16788509,14072,G.P. Chowk,"Spacious RCC with 3 bedrooms and 2 bathrooms, nearby G.P. Chowk."
H03410,Itahari-1,Flat,2218,7,4,19,3.4,2.4,0,0,Unfurnished,2018-05-21,2018,24198588,10910,Sukrabare,"Well-connected property in Itahari-1, 2218 sqft, 19 years old. Ideal for families."
H03411,Itahari-16,Flat,2201,7,6,16,8.9,5.88,0,1,Unfurnished,2017-11-09,2017,15560493,7069,Bhairahawa Road,Flat located near main road with easy access to amenities and schools.
H03412,Itahari-16,Villa,1818,4,3,19,4.6,0.26,1,1,Unfurnished,2023-02-27,2023,37364095,20552,Shohini Chowk,"Well-connected property in Itahari-16, 1818 sqft, 19 years old. Ideal for families."
H03413,Itahari-8,Villa,1621,5,4,15,7.3,1.76,1,1,Unfurnished,2016-10-15,2016,31592785,19489,Sukrabare,"Spacious Villa with 5 bedrooms and 4 bathrooms, nearby Sukrabare."
H03414,Itahari-16,Bungalow,1489,5,4,0,7.2,2.21,0,1,Unfurnished,2024-09-30,2024,24141511,16213,Sukrabare,Bungalow located near main road with easy access to amenities and schools.
H03415,Itahari-11,Bungalow,585,2,1,13,10.1,1.16,1,1,Semi-Furnished,2011-05-12,2011,4894741,8367,Shohini Chowk,Bungalow located near main road with easy access to amenities and schools.
H03416,Itahari-18,Flat,2080,5,3,14,15.7,2.71,0,1,Unfurnished,2023-06-24,2023,37496821,18027,Shohini Chowk,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H03417,Itahari-13,Duplex,724,1,1,18,4.4,4.86,1,0,Furnished,2022-08-15,2022,15023675,20750,Itahari Buspark,"Spacious Duplex with 1 bedrooms and 1 bathrooms, nearby Itahari Buspark."
H03418,Itahari-12,Bungalow,1418,5,4,15,7.4,1.29,1,1,Unfurnished,2017-10-02,2017,34193134,24113,Bhairahawa Road,"Spacious Bungalow with 5 bedrooms and 4 bathrooms, nearby Bhairahawa Road."
H03419,Itahari-16,Flat,1494,5,4,5,15.4,1.25,1,1,Unfurnished,2016-12-16,2016,17657442,11818,G.P. Chowk,"Well-connected property in Itahari-16, 1494 sqft, 5 years old. Ideal for families."
H03420,Itahari-2,RCC,1164,4,2,21,2.8,3.49,1,1,Unfurnished,2024-01-15,2024,26915986,23123,Shohini Chowk,"Well-connected property in Itahari-2, 1164 sqft, 21 years old. Ideal for families."
H03421,Itahari-19,Flat,1987,6,4,7,11.1,4.27,1,1,Semi-Furnished,2013-02-09,2013,20398507,10265,G.P. Chowk,Flat located near main road with easy access to amenities and schools.
H03422,Itahari-5,RCC,848,3,3,6,11.9,4.88,0,1,Unfurnished,2015-07-08,2015,6470066,7629,Sukrabare,RCC located near main road with easy access to amenities and schools.
H03423,Itahari-18,RCC,2481,5,5,4,9.8,0.76,0,1,Unfurnished,2013-10-01,2013,30109024,12135,G.P. Chowk,"Modern RCC with parking and garden, excellent investment for Itahari locals."
H03424,Itahari-2,RCC,1489,5,4,4,3.0,0.74,0,1,Unfurnished,2011-11-26,2011,20751149,13936,Sukrabare,RCC located near main road with easy access to amenities and schools.
H03425,Itahari-16,Flat,1719,5,4,13,10.1,1.5,0,0,Furnished,2015-08-10,2015,15439013,8981,Bhairahawa Road,"Spacious Flat with 5 bedrooms and 4 bathrooms, nearby Bhairahawa Road."
H03426,Itahari-1,Bungalow,2184,5,3,9,13.9,1.38,0,1,Unfurnished,2015-11-21,2015,26214455,12002,Shohini Chowk,"Modern Bungalow with parking and garden, excellent investment for Itahari locals."
H03427,Itahari-16,RCC,2452,5,4,18,15.8,3.9,1,0,Unfurnished,2023-03-24,2023,32937638,13432,Shohini Chowk,"Modern RCC with parking and garden, excellent investment for Itahari locals."
H03428,Itahari-1,Bungalow,517,1,1,7,4.1,2.55,0,1,Unfurnished,2023-05-04,2023,10267645,19860,Shohini Chowk,Bungalow located near main road with easy access to amenities and schools.
H03429,Itahari-11,RCC,984,1,1,2,8.8,0.79,0,1,Unfurnished,2022-09-11,2022,10197722,10363,Shohini Chowk,RCC located near main road with easy access to amenities and schools.
H03430,Itahari-16,Duplex,357,1,1,13,7.1,2.94,0,1,Unfurnished,2011-02-11,2011,2305288,6457,Itahari Buspark,"Well-connected property in Itahari-16, 357 sqft, 13 years old. Ideal for families."
H03431,Itahari-13,Flat,597,1,1,13,11.8,2.47,1,1,Semi-Furnished,2025-09-24,2025,14978894,25090,Bhairahawa Road,"Well-connected property in Itahari-13, 597 sqft, 13 years old. Ideal for families."
H03432,Itahari-18,Flat,440,2,2,17,8.1,2.92,0,1,Unfurnished,2023-01-19,2023,7563700,17190,Bhairahawa Road,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H03433,Itahari-14,Villa,2119,4,2,24,7.4,4.64,0,1,Unfurnished,2022-06-09,2022,58343392,14112,Bhairahawa Road,"Modern Villa with parking and garden, excellent investment for Itahari locals."
H03434,Itahari-3,Villa,1026,3,2,21,5.7,2.48,0,1,Unfurnished,2014-07-01,2014,15876016,15473,Itahari Buspark,Villa located near main road with easy access to amenities and schools.
H03435,Itahari-4,Bungalow,1674,4,2,8,6.6,3.51,1,1,Unfurnished,2010-07-31,2010,15985253,9549,Shohini Chowk,"Well-connected property in Itahari-4, 1674 sqft, 8 years old. Ideal for families."
H03436,Itahari-19,Flat,972,3,2,13,10.7,6.15,1,1,Unfurnished,2015-12-31,2015,8617466,8865,Itahari Buspark,"Spacious Flat with 3 bedrooms and 2 bathrooms, nearby Itahari Buspark."
H03437,Itahari-8,Duplex,1419,4,4,10,3.4,7.03,1,1,Semi-Furnished,2018-05-03,2018,26014059,18332,Sukrabare,"Well-connected property in Itahari-8, 1419 sqft, 10 years old. Ideal for families."
H03438,Itahari-9,Bungalow,2323,6,4,8,9.5,3.02,0,1,Unfurnished,2022-10-03,2022,54665047,23532,G.P. Chowk,"Modern Bungalow with parking and garden, excellent investment for Itahari locals."
H03439,Itahari-7,Flat,2159,4,3,11,3.0,7.68,1,1,Unfurnished,2013-04-10,2013,10306880,4773,Sukrabare,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H03440,Itahari-3,Flat,1688,5,4,17,10.5,1.08,0,1,Unfurnished,2015-04-14,2015,25065352,14849,Sukrabare,"Spacious Flat with 5 bedrooms and 4 bathrooms, nearby Sukrabare."
H03441,Itahari-10,Flat,1524,3,2,14,8.3,3.4,0,0,Furnished,2024-03-24,2024,61242674,19854,Sukrabare,Flat located near main road with easy access to amenities and schools.
H03442,Itahari-20,Duplex,1415,5,5,3,4.2,1.53,1,1,Semi-Furnished,2018-10-15,2018,19169360,13547,Itahari Buspark,Duplex located near main road with easy access to amenities and schools.
H03443,Itahari-13,Flat,972,2,2,17,11.7,5.48,1,1,Furnished,2020-01-22,2020,19096587,19646,Bhairahawa Road,"Well-connected property in Itahari-13, 972 sqft, 17 years old. Ideal for families."
H03444,Itahari-1,Bungalow,2001,4,3,4,9.3,1.18,0,1,Semi-Furnished,2020-03-19,2020,33308275,16645,Shohini Chowk,"Spacious Bungalow with 4 bedrooms and 3 bathrooms, nearby Shohini Chowk."
H03445,Itahari-13,Bungalow,1452,5,4,19,6.7,0.86,1,1,Unfurnished,2015-10-29,2015,28264755,19466,G.P. Chowk,"Spacious Bungalow with 5 bedrooms and 4 bathrooms, nearby G.P. Chowk."
H03446,Itahari-6,Duplex,1802,6,4,16,8.8,3.02,1,1,Furnished,2012-10-17,2012,11382408,6316,G.P. Chowk,Duplex located near main road with easy access to amenities and schools.
H03447,Itahari-7,Flat,1819,4,3,0,5.4,3.21,1,1,Semi-Furnished,2021-02-02,2021,18830478,10352,Bhairahawa Road,"Spacious Flat with 4 bedrooms and 3 bathrooms, nearby Bhairahawa Road."
H03448,Itahari-17,Duplex,282,1,1,7,9.1,1.14,0,0,Unfurnished,2021-10-29,2021,4665095,16542,G.P. Chowk,Duplex located near main road with easy access to amenities and schools.
H03449,Itahari-2,Bungalow,2076,4,3,16,3.1,4.5,1,1,Unfurnished,2013-04-17,2013,26949395,12981,Sukrabare,Bungalow located near main road with easy access to amenities and schools.
H03450,Itahari-10,Flat,1826,5,5,20,14.5,1.21,1,1,Unfurnished,2012-01-24,2012,21409926,11725,Bhairahawa Road,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H03451,Itahari-3,Flat,958,1,1,26,4.4,4.76,0,0,Unfurnished,2012-11-20,2012,7027419,7335,Bhairahawa Road,"Well-connected property in Itahari-3, 958 sqft, 26 years old. Ideal for families."
H03452,Itahari-17,Villa,1837,4,3,13,14.4,3.69,0,1,Semi-Furnished,2022-01-04,2022,39567149,21539,Shohini Chowk,"Well-connected property in Itahari-17, 1837 sqft, 13 years old. Ideal for families."
H03453,Itahari-10,Flat,2460,6,4,22,12.2,3.87,1,1,Unfurnished,2025-09-14,2025,51088971,20767,Sukrabare,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H03454,Itahari-2,Flat,1260,2,2,29,4.8,5.13,0,1,Unfurnished,2018-05-29,2018,16632171,13200,Sukrabare,"Spacious Flat with 2 bedrooms and 2 bathrooms, nearby Sukrabare."
H03455,Itahari-8,RCC,1557,5,4,5,5.0,3.65,0,1,Unfurnished,2012-11-18,2012,20246139,13003,Bhairahawa Road,"Well-connected property in Itahari-8, 1557 sqft, 5 years old. Ideal for families."
H03456,Itahari-14,Bungalow,1431,5,4,15,14.2,3.24,1,1,Unfurnished,2014-06-07,2014,14740390,10300,Itahari Buspark,"Well-connected property in Itahari-14, 1431 sqft, 15 years old. Ideal for families."
H03457,Itahari-10,Bungalow,1058,3,3,24,4.2,0.92,0,1,Furnished,2016-10-09,2016,16399373,15500,Shohini Chowk,Bungalow located near main road with easy access to amenities and schools.
H03458,Itahari-1,Flat,285,1,1,14,9.4,3.27,0,1,Unfurnished,2024-05-06,2024,5136879,18024,Itahari Buspark,Flat located near main road with easy access to amenities and schools.
H03459,Itahari-11,RCC,1163,4,2,14,7.9,6.72,0,1,Furnished,2012-06-17,2012,5274364,4535,G.P. Chowk,"Modern RCC with parking and garden, excellent investment for Itahari locals."
H03460,Itahari-18,Flat,1561,5,5,22,12.2,4.23,1,1,Semi-Furnished,2014-09-21,2014,13257879,8493,Sukrabare,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H03461,Itahari-6,Bungalow,459,1,1,19,3.6,0.84,0,0,Unfurnished,2014-05-17,2014,3904050,8505,G.P. Chowk,"Spacious Bungalow with 1 bedrooms and 1 bathrooms, nearby G.P. Chowk."
H03462,Itahari-16,Flat,1601,5,4,1,4.3,4.37,1,1,Furnished,2021-04-02,2021,21493420,13424,Itahari Buspark,Flat located near main road with easy access to amenities and schools.
H03463,Itahari-11,Bungalow,1546,5,4,11,3.4,7.1,0,1,Semi-Furnished,2024-02-29,2024,16166971,10457,Bhairahawa Road,"Spacious Bungalow with 5 bedrooms and 4 bathrooms, nearby Bhairahawa Road."
H03464,Itahari-7,Duplex,1623,4,2,7,5.4,6.03,1,0,Unfurnished,2014-05-06,2014,10948339,6745,Bhairahawa Road,"Well-connected property in Itahari-7, 1623 sqft, 7 years old. Ideal for families."
H03465,Itahari-12,Bungalow,919,2,2,22,4.9,2.01,0,1,Unfurnished,2016-11-08,2016,14480376,15756,Bhairahawa Road,"Well-connected property in Itahari-12, 919 sqft, 22 years old. Ideal for families."
H03466,Itahari-18,Bungalow,321,1,1,11,2.7,1.08,0,0,Semi-Furnished,2021-12-11,2021,7283806,22690,Itahari Buspark,Bungalow located near main road with easy access to amenities and schools.
H03467,Itahari-14,Duplex,989,2,1,14,4.0,5.38,0,1,Unfurnished,2018-10-05,2018,9173814,9275,Bhairahawa Road,Duplex located near main road with easy access to amenities and schools.
H03468,Itahari-5,Flat,817,3,2,9,11.3,3.43,0,1,Semi-Furnished,2018-10-25,2018,6177157,7560,Shohini Chowk,"Modern Flat with parking and garden, excellent investment for Itahari locals."
H03469,Itahari-6,Villa,1496,3,2,13,8.0,0.78,0,0,Unfurnished,2010-05-02,2010,13058305,8728,Shohini Chowk,Villa located near main road with easy access to amenities and schools.
H03470,Itahari-1,RCC,592,1,1,11,15.1,7.46,1,1,Unfurnished,2020-07-23,2020,6601140,11150,Bhairahawa Road,"Modern RCC with parking and garden, excellent investment for Itahari locals."
H03471,Itahari-16,Bungalow,1094,2,1,11,3.1,3.17,0,1,Unfurnished,2015-04-26,2015,9765674,8926,G.P. Chowk,Bungalow located near main road with easy access to amenities and schools.
